id,crew_name_directing,title,release_year,return,budget,revenue
41636,max mitchell,carl panzram: the spirit of hatred and vengeance,2012,0.000,0,0
19654,stéphane giusti,conversations with mother,2004,0.000,0,0
19828,michael o. gallant,puella magi madoka magica the movie part i: beginnings,2012,0.000,0,0
40205,peter deluise,pardon my past,1945,0.000,0,0
23427,carrie preston,a lego brickumentary,2015,0.000,650000,0
32633,marc moody,houston,2013,0.000,0,0
146778,rob williams,pasolini,2014,0.000,0,0
77583,rob williams,happiness runs,2010,0.000,0,0
19369,rob williams,"helga, she wolf of spilberg",1977,0.000,0,0
36041,casper andreas,how to follow strangers,2013,0.000,0,0
29063,michael criscione,smart ass,2014,0.000,0,0
135465,john borowski,bermuda tentacles,2014,0.000,0,0
35005,santiago carlos oves,sir henry at rawlinson end,1980,0.000,0,0
152042,akiyuki shinbo,midori,1992,0.000,0,0
212926,leslie fenton,always - sunset on third street,2005,33053559.000,0,33053559
251471,kief davidson,truck turner,1974,0.000,0,0
157420,bastian günther,kano,2014,0.000,7,0
283700,abel ferrara,beyond beauty: taiwan from above,2013,0.000,3400000,0
42478,adam sherman,attack on titan,2015,0.000,0,0
117550,patrice rhomm,sailor moon s the movie: hearts in ice,1994,0.000,0,0
238593,chioke nassor,sailor moon r: the movie,1993,0.000,0,0
253687,kim chapiron,sailor moon super s: the movie,1995,0.000,0,0
45943,alexander sokurov,marco polo,2007,0.000,0,0
260372,nick lyon,tangerine,2015,7.024,100000,702354
50670,steve roberts,merlin and the war of the dragons,2008,0.000,0,0
53064,hiroshi harada,air,2015,0.000,0,0
13430,takashi yamazaki,just peck,2009,0.000,0,0
22121,jonathan kaplan,götz von berlichingen,2014,0.000,0,0
256930,umin boya,009-1: the end of the beginning,2013,0.000,0,0
241693,chi po-lin,the legend of secret pass,2010,0.000,0,0
295830,shinji higuchi,witchville,2010,0.000,0,0
30575,hiroki shibata,dead before dawn 3d,2012,0.000,0,0
37100,kunihiko ikuhara,savaged,2014,0.000,0,0
28460,hiroki shibata,modern life,2008,0.000,88,0
59557,kevin connor,13 minutes,2015,147315.000,0,147315
308084,sean baker,i kissed a girl,2015,0.000,0,0
16923,mark atkins,dead europe,2012,0.000,0,0
284674,christian cantamessa,every secret thing,2014,0.000,0,0
39773,michael a. nickles,964 pinocchio,1991,0.000,0,0
307293,carlo rola,"dagmar's hot pants, inc.",1971,0.000,0,0
259300,koichi sakamoto,inner demons,2014,0.000,0,0
56672,steve trenbirth,women who flirt,2014,0.000,0,0
42053,pearry reginald teo,hacker,2002,0.000,0,0
135579,april mullen,khottabych,2006,0.000,0,0
216580,michael s. ojeda,butterfly,2015,0.000,0,0
8930,raymond depardon,do you see me?,2014,0.000,0,0
319337,oliver hirschbiegel,match,2014,37285.000,0,37285
319340,maxime govare,clandestinos,2007,0.000,0,0
126862,tony krawitz,the past is a grotesque animal,2014,0.000,100,0
258284,amy berg,swallows and amazons,2016,0.000,0,0
50162,shozin fukui,boys in brazil,2014,0.000,0,0
95077,vernon p. becker,4 moons,2014,0.000,0,0
274899,seth grossman,fashion victims,2007,1101480.000,0,1101480
299828,pang ho-cheung,i am happiness on earth,2014,0.000,0,0
81229,janusz zaorski,the road to love,2001,0.000,0,0
57775,pyotr tochilin,summer nights,2014,0.000,0,0
324578,marco berger,holiday,2014,0.000,0,0
298729,riccardo milani,love in first class,1980,0.000,0,0
261036,stephen belber,ernesto,1979,0.000,0,0
44320,antonio hens,malicious,1973,0.000,0,0
268917,jason miller,mother's heart,1969,0.000,0,0
347035,philippa lowthorpe,come play with me,1968,0.000,0,0
262782,alexandre carvalho,treasure guards,2011,0.000,0,0
258034,sergio tovar velarde,joy,2015,1.686,60000000,101134059
60850,ingo rasper,shut up little man! an audio misadventure,2011,0.000,0,0
202456,julián hernández,tracks,2005,0.000,0,0
107039,rémi lange,blindside,1987,0.000,0,0
292387,mario fanfani,vettaiyaadu vilaiyaadu,2006,0.000,0,0
297641,diego araujo,azazel,2002,0.000,0,0
80754,salvatore samperi,the turkish gambit,2005,0.000,0,0
225408,salvatore samperi,iron & blood: the legend of taras bulba,2009,0.673,25000000,16815892
44741,salvatore samperi,the pyrammmid,2011,0.000,2200000,0
131585,salvatore samperi,google me,2008,0.000,0,0
68823,salvatore samperi,daisy town,1971,0.000,0,0
75713,iain b. macdonald,next goal wins,2014,0.000,0,0
274479,david o. russell,bad faith,2006,0.000,0,0
73669,matthew bate,amnesiac,2015,0.000,3000000,0
75025,peter wade,i am the law,1977,0.000,0,0
109610,paul lynch,the climber,1975,0.000,0,0
63670,gautham vasudev menon,star spangled girl,1971,0.000,0,0
94052,aleksandr adabashyan,supersonic man,1979,519204.000,0,519204
53129,dzhanik fayziev,final accord,1936,0.000,0,0
17935,vladimir bortko,pillars of society,1935,0.000,0,0
61998,eldar salavatov,the girl from the marsh croft,1935,0.000,0,0
52761,rené goscinny,deck the halls,2011,0.000,0,0
256836,mike brett,one. two. one,2011,0.000,0,0
64383,roschdy zem,cure: the life of another,2014,0.000,0,0
351043,michael polish,library wars,2013,0.000,0,0
150191,pasquale squitieri,ditto,2000,0.000,0,0
260891,pasquale squitieri,victor frankenstein,2015,0.856,40000000,34227298
92292,jerry paris,rembetiko,1983,0.000,0,0
28482,juan piquer simón,sholem aleichem: laughing in the darkness,2012,1.690,500000,845188
202839,douglas sirk,broadway musicals: a jewish legacy,2013,0.000,0,0
296820,douglas sirk,the fall of the essex boys,2012,0.000,0,0
130624,douglas sirk,every little thing,1997,0.000,0,0
179553,douglas sirk,three miles north of molkom,2008,0.000,0,0
81438,ron underwood,animalympics,1980,0.000,0,0
210050,mania akbari,the sensuous nurse,1975,0.000,0,0
282374,andrea štaka,4 minute mile,2014,0.000,0,0
193502,shinsuke sato,get a clue,2002,0.000,0,0
81760,kim jeong-kwon,questi fantasmi,1962,0.000,0,0
228066,paul mcguigan,sogno di una notte di mezza sbornia,1959,0.000,0,0
47736,costas ferris,industrial soundtrack for the urban decay,2015,0.000,0,0
84401,joseph dorman,the last house on the beach,1978,0.000,0,0
185326,michael kantor,theeb‎‎,2014,0.000,0,0
160907,paul tanter,california city,2014,0.000,0,0
118553,nicolas philibert,journey to space,2015,0.000,0,0
74128,robert cannan,the widow couderc,1971,0.000,0,0
19247,steven lisberger,manjhi the mountain man,2015,0.000,1230000,0
4705,nello rossati,masaan,2015,0.000,0,0
274820,charles-olivier michaud,homies,2015,0.000,0,0
26189,maggie greenwald,uomo e galantuomo,1975,0.000,0,0
231009,eduardo de filippo,the fascist,1961,0.000,0,0
339327,amélie ravalec,crazy desire,1962,0.000,0,0
91624,franco prosperi,the black sheep,1968,0.000,0,0
287628,naji abu nowar,i married you for fun,1967,0.000,0,0
336251,bastian günther,how i learned to love women,1966,0.000,0,0
325263,mark krenzien,el greco,1966,0.000,0,0
76871,pierre granier-deferre,carmen & geoffrey,2005,0.000,0,0
353898,ketan mehta,being evel,2015,0.000,0,0
336203,neeraj ghaywan,sujata,1960,0.000,0,0
306543,jon karthaus,devdas,1955,0.000,0,0
316170,eduardo de filippo,the courageous heart of irena sendler,2009,0.000,0,0
50341,kim yoo-jin,losers take all,2013,0.000,0,0
65628,luciano salce,the one that got away,1957,0.000,0,0
116236,luciano salce,salem falls,2011,0.000,0,0
297505,luciano salce,sharpe's challenge,2006,0.000,0,0
289679,luciano salce,ferat vampire,1982,0.000,0,0
270463,luciano salce,go away mr. tumor,2015,0.000,0,0
270470,luciano salce,brothers,2015,0.000,0,0
192431,nick doob,faqs,2005,0.000,0,0
317655,daniel junge,the iceman and the psychiatrist,2004,0.000,0,0
82567,bimal roy,dave attell: road work,2014,0.000,0,0
136627,bimal roy,guardians,2017,0.000,7000000,0
31169,john kent harrison,green snake,1993,0.000,0,0
228039,alex steyermark,nuts in may,1976,0.000,0,0
64735,roy ward baker,the short & curlies,1987,0.000,0,0
99762,bradley walsh,the terror live,2013,0.000,0,0
75634,tom clegg,the angrez,2006,6.000,50000,300000
66127,juraj herz,alibi ike,1935,0.000,0,0
354128,han yan,ab tak chhappan,2004,0.000,0,0
330037,karan malhotra,taxi no. 9 2 11: nau do gyarah,2006,0.000,0,0
37091,everett lewis,arthur 3: the war of the two worlds,2010,0.000,70200000,0
278388,arthur ginsberg,beau geste,1926,0.000,0,0
264569,scott gawlik,bloodwork,2012,0.000,0,0
354556,sarik andreasyan,body slam,1987,0.000,0,0
39915,tsui hark,captive,2012,2.200,11180,24591
265640,mike leigh,cheyenne,1947,0.000,0,0
49455,mike leigh,close to my heart,1951,0.000,0,0
209764,byungwoo kim,"get smart, again!",1989,0.000,0,0
115873,kuntaa nikkil,opa!,2005,6000000.000,0,6000000
116155,ray enright,thumb tripping,1972,0.000,0,0
16566,shimit amin,the harrad experiment,1973,0.000,0,0
20931,milan luthria,corleone,1978,0.000,0,0
42949,luc besson,the last house on dead end street,1973,0.000,3000,0
189621,herbert brenon,death of a doctor,1991,0.000,0,0
100024,eric wostenberg,cry of the wounded,1980,0.000,0,0
83415,hal needham,the wistful widow of wagon gap,1947,0.000,0,0
98203,brillante mendoza,the greatest ears in town: the arif mardin story,2010,0.000,0,0
175386,raoul walsh,petunia,2013,0.000,0,0
239519,william keighley,pregnancy pact,2010,0.000,0,0
33787,gary nelson,dark corners,2006,0.000,0,0
58646,udayan prasad,animals,2008,0.000,5500000,0
74430,quentin masters,demetri martin: live (at the time),2015,0.000,0,0
2988,ted post,flashback,2000,0.000,0,0
167583,pasquale squitieri,flashback,1969,0.000,0,0
27328,roger watkins,flight angels,1940,0.000,0,0
212051,tapan sinha,government girl,1943,0.000,0,0
190213,govind nihalani,having wonderful time,1938,0.000,0,0
33551,charles barton,a hill in korea,1956,0.000,0,0
253876,doug biro,hendrix,2000,0.000,0,0
142106,ash christian,her cardboard lover,1942,0.000,0,0
56968,rosemary rodriguez,hero's island,1962,0.000,0,0
21927,ray gower,holy matrimony,1943,0.000,0,0
25713,douglas aarniokoski,hard time: hostage hotel,1999,0.000,0,0
354544,jay karas,in the arms of a killer,1992,0.000,0,0
10492,michael karen,it's tough to be famous,1932,0.000,0,0
121550,raffaele andreassi,moving target,1996,0.000,0,0
99863,lewis seiler,out on a limb,1987,0.000,0,0
73430,dudley nichols,peter pan,2000,0.000,0,0
46617,alfred santell,peter pan,1924,0.000,0,0
107076,julian amyes,"rock, paper, scissors",2012,0.000,0,0
19505,leon ichaso,round trip to heaven,1992,0.000,0,0
97991,george cukor,society lawyer,1939,0.000,0,0
189723,leslie stevens,street kings 2: motor city,2011,0.000,0,0
180114,john m. stahl,tapped out,2014,0.000,0,0
41241,hal needham,the 25th hour,1967,0.000,0,0
87388,robert l. collins,the cabining,2014,0.000,0,0
177190,alfred e. green,the marseille contract,1974,0.000,0,0
158750,damian lee,jo,1971,0.000,0,0
180152,robert butler,the great garrick,1937,0.000,0,0
273106,gary halvorson,the naked and the dead,1958,0.000,0,0
120672,herbert brenon,the narrow corner,1933,0.000,0,0
136752,hernán jabes,the premonition,1976,0.000,0,0
170603,alan roberts,tio papi,2013,0.000,0,0
198143,edward l. marin,breaking at the edge,2013,0.000,0,0
58625,chris fisher,who's minding the mint?,1967,0.000,0,0
257447,allan ungar,spiderwebhouse,2015,0.000,0,0
66568,henri verneuil,cyber wars,2004,0.000,0,0
299359,steve kopera,spoiler,1998,0.000,0,0
72639,robert parrish,meatball machine,2005,0.000,0,0
12598,jean girault,chop,2011,0.000,0,0
134480,james whale,deathline,1997,0.000,0,0
43142,raoul walsh,cyber city oedo 808,1990,0.000,0,0
248639,alfred e. green,"hard revenge, milly: bloody battle",2009,0.000,0,0
139349,robert allen schnitzer,"hard revenge, milly",2008,0.000,0,0
207850,fro rojas,the battle of chernobyl,2006,0.000,0,0
290789,predrag antonijević,sugarhouse,2007,0.000,0,0
43710,howard morris,water damage,1999,0.000,0,0
344591,mara eibl-eibesfeldt,true skin,2012,0.000,0,0
27306,jian hong kuo,one man force,1989,0.000,0,0
28646,jeff burr,terminal justice,1996,0.000,0,0
27351,yudai yamaguchi,humanity's end,2009,0.000,0,0
82466,trent haaga,the madness of youth,1960,0.000,0,0
64218,tibor takács,my twentieth century,1989,0.000,0,0
97187,yoshiaki kawajiri,time stands still,1982,0.000,0,0
76940,takanori tsujimoto,kill your friends,2015,0.000,0,0
20044,takanori tsujimoto,nina forever,2015,0.000,0,0
63046,thomas johnson,equals,2015,0.130,16000000,2084628
52764,gary love,invincible shaolin,1978,0.000,0,0
250558,murray battle,star trek: renegades,2015,0.000,0,0
138450,stephan zlotescu,scouts guide to the zombie apocalypse,2015,0.991,15000000,14860766
56725, dale trevillion	 ,racquet,1979,0.000,0,0
68115,rick king,we come as friends,2014,0.000,0,0
21836,neil johnson,portrait of jason,1967,0.000,0,0
206461,seijun suzuki,muhammad: the messenger of god,2015,0.000,0,0
49978,ildikó enyedi,sexy evil genius,2013,0.000,0,0
42132,péter gothár,paranormal activity: tokyo night,2010,0.000,0,0
318922,owen harris,suffragette,2015,1.143,14000000,16002420
323694,ben blaine,eskimo,1933,0.000,0,0
301875,drake doremus,joker game,2015,0.000,0,0
48297,chang cheh,guidance,2014,0.000,0,0
329637,tim russ,the 7th day,2004,0.000,0,0
273477,christopher b. landon,sweet bean,2015,124518.000,0,124518
196065,david winters,my friend victoria,2014,0.000,0,0
253155,hubert sauper,dégradé,2015,0.000,0,0
83232,shirley clarke,war,2014,0.000,0,0
315859,majid majidi,flowers,2014,0.000,0,0
180679,shawn piller,los tontos y los estúpidos,2014,0.000,0,0
59429,toshikazu nagae,stand,2014,0.000,0,0
245168,sarah gavron,the marquis,2011,0.000,0,0
113638,w.s. van dyke,hate crime,2006,40758.000,0,40758
319669,yu irie,thief,2006,0.000,0,0
285860,pat mills,clannad: the motion picture,2007,0.000,0,0
29008,carlos saura,interviews with my lai veterans,1971,0.000,0,0
319373,naomi kawase,vanishing of the bees,2009,0.000,0,0
290316,jean-paul civeyrac,rising from ashes,2013,0.000,0,0
336655,mohammed abou nasser,extinction: the g.m.o. chronicles,2011,0.000,0,0
295111,simon jaquemet,the new black,2014,0.000,0,0
260313,josé maría goenaga,oscenità,1980,0.000,0,0
284048,roberto castón,keep on keepin’ on,2014,0.000,0,0
320643,jonathan taïeb,"andrew jenks, room 335",2008,0.000,0,0
58858,dominique farrugia,the 50 year argument,2014,0.000,0,0
32671,tommy stovall,peppermint frappe,1967,0.000,0,0
265758,john david coles,from a place of darkness,2008,0.000,0,0
16516,osamu dezaki,in the dust of the stars,1976,0.000,0,0
183859,joseph strick,lost rivers,2013,0.000,0,0
62323,george langworthy,the high sun,2015,0.000,0,0
139572,t.c. johnstone,blades of blood,2010,0.000,0,0
79721,niki drozdowski,memory vague,2009,0.000,0,0
224297,yoruba richen,young girls in black,2010,0.000,0,0
107406,renato polselli,the hunchback of notre dame ii,2002,0.000,0,0
259999,alan hicks,hk: forbidden super hero,2013,0.000,0,0
135679,andrew jenks,lollipop monster,2011,0.000,0,0
274906,martin scorsese,starve,2014,0.000,0,0
105584,carlos saura,moscow-cassiopeia,1973,0.000,0,0
27255,douglas a. raine,mythica: the darkspore,2015,0.000,0,0
2909,gottfried kolditz,assassins tale,2013,0.000,1500000,0
171885,caroline bacle,fort tilden,2014,0.000,0,0
336206,dalibor matanić,some voices,2000,0.000,0,0
45075,lee joon-ik,slimtime,2010,0.000,0,0
261884,daniel lopatin,moss,2010,0.000,0,0
83052,jean-paul civeyrac,wanderlust,2006,0.000,0,0
12448,bradley raymond,the price of sex,2011,0.000,0,0
204342,yuichi fukuda,lúdas matyi,1977,0.000,0,0
91973,ziska riemann,as one,2012,0.000,0,0
293828,griff furst,retrieval,2006,0.000,0,0
20947,richard viktorov,gun-shy,2003,0.000,0,0
347096,anne k. black,veteran,2015,1200627.000,0,1200627
208242,arthur louis fuller,assassination,2015,0.000,0,0
253255,sarah-violet bliss,race to nowhere,2009,0.000,0,0
83581,simon cellan jones,turbo kid,2015,0.000,0,0
209921,bertrand avril,oh how it hurts 66,1966,0.000,0,0
49087,kang woo-suk,wasted on the young,2010,0.000,0,0
54040,shari springer berman,dadnapped,2009,0.000,0,0
132912,mimi chakarova,disappearing acts,2000,0.000,0,0
41061,attila dargay,¿quién mató a bambi?,2013,850259.000,0,850259
113388,moon hyun-sung,bergman island,2004,0.000,0,0
48119,sławomir fabicki,billy wilder speaks,2006,0.000,0,0
48856,dito tsintsadze,body and soul,1925,0.000,0,0
346646,ryoo seung-wan,evergreen,1934,0.000,0,0
291549,dong-hun choi,one love,2011,0.000,0,0
310135,françois simard,paulina,2015,0.000,0,0
63569,rolan bykov,report from the aleutians,1943,0.000,0,0
70418,ben c. lucas,the princess of nebraska,2008,0.000,0,0
22084,paul hoen,the absent,2014,0.000,0,0
45602,gina prince-bythewood,mademoiselle fifi,1944,0.000,0,0
217414,santi amodeo,miracle on ice,1981,0.000,0,0
106194,marie nyreröd,one on one,2014,0.000,0,0
67280,volker schlöndorff,rocky marciano,1999,0.000,0,0
86955,oscar micheaux,so this is college,1929,0.000,0,0
111344,victor saville,the gay deception,1935,0.000,0,0
138167,paula hernández,the glory stompers,1967,0.000,0,0
86990,john huston,the last keepers,2013,0.000,0,0
336664,santiago mitre,the naked truth,1957,0.000,0,0
23388,john huston,bridgend,2015,0.000,0,0
52050,wayne wang,zurich,2015,0.000,0,0
267815,nicolás pereda,you and the night,2013,0.000,0,0
85820,robert wise,papanasam,2015,14000000.000,0,14000000
6945,steven hilliard stern,napoletani a milano,1953,0.000,0,0
270759,kim ki-duk,the bad education movie,2015,0.000,0,0
41288,charles winkler,santa baby,2006,0.000,0,0
198204,sam wood,the unauthorized saved by the bell story,2014,0.000,0,0
54570,william wyler,we are your friends,2015,1.854,6000000,11122090
88737,anthony m. lanza,soul boys of the western world,2014,0.000,0,0
60932,maggie greenwald,2033,2010,0.000,5000000,0
49843,mario zampi,wild combination: a portrait of arthur russell,2008,0.000,0,0
316885,jeppe rønde,for the love of money,2012,0.000,0,0
319513,sacha polak,soulboy,2010,0.000,0,0
191718,yann gonzalez,hawks,1988,0.000,0,0
330421,jeethu joseph,marine battleground,1963,0.000,0,0
177104,eduardo de filippo,ga-ga: glory to the heroes,1986,0.000,0,0
348296,elliot hegarty,war room,2015,22.597,3000000,67790117
26847,ron underwood,shield of straw,2013,0.000,0,0
287241,jason lapeyre,return to ithaca,2014,0.000,0,0
301351,max joseph,summertime,2015,0.000,0,0
253333,george hencken,joseph: king of dreams,2000,0.000,0,0
62409,francisco laresgoiti,screen directors playhouse:  meet the governor,1955,0.000,0,0
53743,matt wolf,tom and jerry,1955,0.000,0,0
112130,ellie kanner,the seine meets paris,1957,0.000,0,0
50715,shimmy marcus,hurricane of fun: the making of wet hot,2015,0.000,0,0
115616,robert ellis miller,legend,2015,1.719,25000000,42972994
146949,lee man-hui,anesthesia,2016,0.000,0,0
91691,piotr szulkin,the outcasts,2017,0.000,0,0
323272,alex kendrick,elephant song,2014,0.000,0,0
180900,takashi miike,side street story,1951,0.000,0,0
284290,laurent cantet,drishyam,2015,0.000,0,0
273153,catherine corsini,phantom,2015,0.000,0,0
16366,rob laduca,assassin,1969,0.000,0,0
357130,leo mccarey,animals,2014,0.000,0,0
128939,joris ivens,addicted to fresno,2015,0.000,0,0
352552,amy rice,queen of earth,2015,0.000,0,0
276907,brian helgeland,blind man,2012,0.000,0,0
277710,tim blake nelson,deathgasm,2015,0.000,0,0
306943,peter hutchings,i am evel knievel,2014,0.000,0,0
285841,charles binamé,all the boys are called patrick,1959,0.000,0,0
60061,eduardo de filippo,therapy for a vampire,2014,0.000,0,0
352173,nishikant kamat,silent heart,2014,0.000,0,0
353879,kabir khan,mr. & mrs. incredible,2011,0.000,0,0
328714,lee man-hui,daughter of the lake,2015,0.000,0,0
324266,nelly ben hayoun,dresden,2006,0.000,0,0
253253,collin schiffli,grantham and rose,2014,0.000,0,0
301629,jamie babbit,days of hope,1975,0.000,0,0
300542,alex ross perry,shoot first and pray you live,2008,0.000,0,0
93840,xavier palud,the italian,1915,0.000,0,0
323373,jason lei howden,nice guy,2012,0.000,0,0
343289,derik murray,childless,2015,0.000,0,0
78572,jean-luc godard,the danish girl,2015,4.279,15000000,64191523
335837,david rühm,the man whose mind exploded,2014,0.000,0,0
288585,bille august,underdog,2014,0.000,0,0
59499,vincent kok,stag night of the dead,2010,0.000,0,0
349048,ernesto cabellos,area 51,2015,0.000,5000000,0
11204,roland suso richter,forbidden area,1956,0.000,0,0
238398,kristin hanggi,the comedian,1957,0.000,0,0
268009,ken loach,prototype,1992,0.000,0,0
82313,lance doty,latin lover,2015,0.000,0,0
134144,reginald barker,deaf smith & johnny ears,1973,0.000,0,0
180759,pascal bergamin,l♡dk,2014,0.000,0,0
335874,charlie levi,street fighter alpha - the movie,1999,0.000,0,0
306819,tom hooper,cooties,2014,581011.000,0,581011
224894,toby amies,the kung fu instructor,1979,0.000,0,0
295401,ronnie sandahl,forgotten tune for the flute,1987,0.000,0,0
56554,neil jones,station for two,1982,0.000,0,0
57876,oren peli,a summer to remember,1960,0.000,0,0
357935,john frankenheimer,autumn marathon,1979,0.000,0,0
263570,john frankenheimer,the most charming and attractive,1985,0.000,0,0
128634,phillip j. roth,the captivating star of happiness,1975,0.000,0,0
330171,cristina comencini,12 chairs,1976,0.000,0,0
152787,paolo cavara,ordinary miracle,1978,0.000,0,0
297755,taisuke  kawamura,old men: robbers,1971,0.000,0,0
17433,shigeyasu yamauchi,carnival night,1956,0.000,0,0
241843,cary murnion,old hags,2000,0.000,0,0
141138,sun chung,the garage,1979,0.000,0,0
148622,eldar ryazanov,a key to the bedroom,2003,0.000,0,0
32336,eldar ryazanov,unbelievable adventures of italians in russia,1974,0.000,0,0
27920,georgiy daneliya,girl without an address,1957,0.000,0,0
27924,georgiy daneliya,for the matches,1980,0.000,0,0
65142,gerald bezhanov,it can't be!,1975,0.000,0,0
73546,vladimir motyl,incognito from st.petersburg,1977,0.000,0,0
27934,mark zakharov,sportloto-82,1982,0.000,0,0
27935,mark zakharov,running the sahara,2009,0.000,0,0
46010,eldar ryazanov,12 chairs,1971,0.000,0,0
63258,eldar ryazanov,steve jobs: the man in the machine,2015,494506.000,0,494506
57781,eldar ryazanov,inkubus,2011,0.000,0,0
56547,eldar ryazanov,wasting away,2007,0.000,0,0
77986,eldar ryazanov,among friends,2012,0.000,0,0
57778,franco prosperi,ejecta,2014,0.000,0,0
63303,eldar ryazanov,"omg, i'm a robot!",2015,0.000,0,0
78132,risto orko,broken horses,2015,0.000,0,0
42275,leonid gayday,wtf,2014,0.000,0,0
80155,leonid gayday,burnout,2014,0.000,4000000,0
71051,leonid gayday,green room,2016,0.644,5000000,3220371
41605,james moll,last embrace,1979,0.000,0,0
31648,leonid gayday,"one-two, soldiers were going...",1976,0.000,0,0
324308,alex gibney,the overcoat,1959,0.000,0,0
87835,glenn ciano,the adventures of buratino,1975,0.000,0,0
33789,matthew kohnen,freeway: crack in the system,2014,0.000,0,0
125558,danielle harris,a bunny's tale,1985,0.000,0,0
266433,chad archibald,a diva's christmas carol,2000,0.000,0,0
347328,tal goldberg,the dress,1996,0.000,0,0
319910,vidhu vinod chopra,man follows birds,1976,0.000,0,0
252773,raphaël frydman,beasts of no nation,2015,1.513,6000000,9077700
284279,hallvard bræin,earth's golden playground,2015,0.000,0,0
313922,jeremy saulnier,the magic of heineken,2014,0.000,0,0
37923,jonathan demme,psychopathia sexualis,2006,0.000,0,0
72614,leonid bykov,limited partnership,2014,0.000,0,0
117863,aleksey batalov,hell and mr fudge,2012,0.000,800000,0
20899,leonid nechayev,gabriel,2014,0.000,0,0
298432,marc levin,the reader,1988,0.000,0,0
24436,richard schenkman,red knot,2014,0.000,80,0
5900,alex van warmerdam,dirty weekend,2015,0.000,0,0
163428,ali khamrayev,the activist,2014,0.000,0,0
283587,cary fukunaga,the rise of the krays,2015,0.000,2500000,0
328132,andreas horvath,dude bro party massacre iii,2015,0.000,0,0
27724,bret wood,glass chin,2014,0.000,0,0
285460,thomas g. miller,the lady in the van,2015,6.898,6000000,41387687
241739,jeff wood,he named me malala,2015,2642899.000,0,2642899
261817,lou howe,bloodsucking bastards,2015,0.000,0,0
49693,michel deville,killersaurus,2015,0.000,0,0
326441,james cullen bressack,blood moon,2014,0.000,0,0
273261,scott cohen,hamtaro: the captive princess,2002,0.000,0,0
333344,neil labute,hot wheels acceleracers: ignition,2005,0.000,0,0
242462,cyril morin,pokémon the movie: kyurem vs. the sword of justice,2012,44057737.000,0,44057737
356216,zackary adler,pokémon: zoroark: master of illusions,2010,0.000,0,0
296503,tomm jacobsen,...ing,2003,0.000,0,0
233490,phillip rhee,meru,2015,2334228.000,0,2334228
261818,noah buschel,lost in the stars,1974,0.000,0,0
328589,nicholas hytner,6 years,2015,0.000,0,0
338928,davis guggenheim,to save a life,2009,0.000,0,0
317981,brian james o'connell,pod,2015,0.000,0,0
346093,steven lawson,contracted: phase ii,2015,0.000,0,0
280005,jeremy wooding,a little thing called love,2010,0.000,0,0
355135,osamu dezaki,lost after dark,2014,0.000,0,0
72720,andrew duncan,for elise,2013,0.000,0,0
150213,kunihiko yuyama,white settlers,2014,0.000,0,0
50087,kunihiko yuyama,xenia,2014,0.000,0,0
41091,lee eon-hee,pokémon the movie: diancie and the cocoon of destruction,2014,0.000,24720400,0
318279,elizabeth chai vasarhelyi,pokémon the movie: hoopa and the clash of ages,2015,0.000,150000000,0
231392,daniel mann,felicidades,2000,0.000,0,0
323674,hannah fidell,snowglobe,2007,0.000,0,0
41144,brian baugh,varsity blood,2014,0.000,0,0
323366,mickey keating,doomed,2007,0.000,0,0
345468,josh forbes,mrs. miracle,2009,0.000,0,0
57627,puttipong pormsaka na-sakonnakorn,a little bit zombie,2012,0.000,0,0
298865,ian kessner,santa baby 2,2009,0.000,0,0
191312,juanra fernandez,the coed and the zombie stoner,2014,0.000,0,0
279968,simeon halligan,the midwife,2015,0.000,0,0
266061,panos h. koutras,lasting,2013,0.000,0,0
303903,kunihiko yuyama,saving christmas,2014,0.000,0,0
350499,kunihiko yuyama,the possessed,1965,0.000,0,0
71118,lucho bender,pride and vengeance,1967,0.000,0,0
68591,ron lagomarsino,"young, violent, dangerous",1976,0.000,0,0
286452,jake helgren,city under siege,1974,0.000,0,0
70069,michael su,the double,1971,0.000,0,0
50506,michael scott,"10,000 dollars for a massacre",1967,0.000,0,0
90118,casey walker,oscar,1967,0.000,0,0
42673,ron underwood,johnny yuma,1966,0.000,0,0
275985,glenn miller,la sedia della felicità,2013,0.000,0,0
350555,antti jokinen,zid,2014,0.815,1556288,1268395
153781,jacek borcuch,the transporter refueled,2015,2.905,25000000,72629670
295884,darren doane,stan,2006,0.000,0,0
104244,luigi bazzoni,redemption,2013,0.000,0,0
126415,luigi bazzoni,artists under the big top: perplexed,1968,0.000,0,0
95375,romolo guerrieri,the inextinguishable fire,1969,0.000,0,0
195768,romolo guerrieri,adrienn pál,2011,0.000,0,0
85784,romolo guerrieri,the fossil,1975,0.000,0,0
95864,romolo guerrieri,the left hand of the law,1975,0.000,0,0
2798,édouard molinaro,too much johnson,1938,0.000,0,0
91060,romolo guerrieri,the key to reserva (la clave reserva),2007,0.000,0,0
242262,carlo mazzacurati,picasso and braque go to the movies,2008,0.000,0,0
310123,vivek agnihotri,iron man & hulk: heroes united,2013,0.000,0,0
287948,camille delamarre,the lorax,1972,0.000,0,0
126832,jon sen,the grinch grinches the cat in the hat,1982,0.000,0,0
218974,miguel gomes,the infernal cakewalk,1903,0.000,0,0
154582,alexander kluge,la vérité si je mens ! 3,2012,1.605,25496629,40924982
89625,harun farocki,would i lie to you? 2,2001,3.400,12560000,42700000
163942,ágnes kocsis,tiger orange,2014,0.000,0,0
277261,masaki kobayashi,jenny's wedding,2015,0.000,0,0
